stage_table_name	stage_column_name	database_uri	database_port	database_name	database_comment	database_type	database_is_shard	table_name	table_comment	table_theme	column_name	column_comment	column_type	column_is_primary_key	column_allow_null	column_is_sensitive	column_sensitive_type
S_MG2_TASK_SDFA_LICENSE	legal_rep	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	task_sdfa_license	金采药批白名单_药品经营许可证	外部数据	legal_rep	法定代表人	varchar(2000)	0	0	1	姓名
S_M0M_FAHAI_LAWSUIT_DETAIL_JUDGMENT	partys	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	fahai_lawsuit_detail_judgment	法海风控裁判文书	外部数据	partys	诉讼当事人集合	mediumtext(16777215)	0	1	1	姓名
S_SP3_HIVE_QIYEJINRONG_RAS_APPLY_DATA_ENTERPRISE	e_lep_name	10.240.2.5	51899	sftpuser	NA	file	0	hive_qiyejinrong_ras_apply_data_enterprise	企业实名提交数据	风控	e_lep_name	姓名(法人)	String	0	1	1	姓名
S_MY493_FIN_SUBJECT_MERCHANT	contacts	db-jrcustinfo-02.pekdc1.jdfin.local	3306	jr_custinfo	NA	mysql	0	fin_subject_merchant	客商主数据	财务	contacts	联系人	varchar(128)	0	1	1	姓名
S_HB2_CDS_BAITIAO_NEW_PRE_CREDIT_ACTIVE_LOG	is_cnee_name_yr_3	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiao_new_pre_credit_active_log	普通白条新预授信-授信激活日志表	风控	is:cnee_name_yr_3	常用收货人3	string	0	0	1	姓名
S_HB1_CDS_VILLAGE_SMALL_LOANS_CREDIT_ACTIVATION	d_name	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_village_small_loans_credit_activation	乡村白条小微贷-授信激活结果表	风控	d:name	申请人姓名	String	0	0	1	姓名
S_S07_M01_ENTERPRISE_SALESMAN_DA	org_official_name	http://bdp.jd.com/think/meta/table/columns.html?tbUuid=my12221sa.mysql.jddb.com-mart_cfo_druid_hive-418006&cdUuid=	NA	gdm	NA	jdmeta	0	gdm_m01_enterprise_salesman_da	企业销售员汇总信息表--巴别塔	京东商城	org_official_name	机构负责人名称	string	0	1	1	姓名
S_M64_FIN_FEE_DETAIL_411	customer_name	db-finboard-02.pekdc1.jdfin.local	3306	finsetts	NA	mysql	0	fin_fee_detail_411	ABS次级转让明细	财务	customer_name	客户名称	varchar(128)	0	1	1	姓名
S_M0G_GDTRADEREDEMPTIONINFO	user_name	db-tradescrt-02.pekdc1.jdfin.local	3306	trade_scrt	NA	mysql	0	gdtraderedemptioninfo	赎回信息表	理财	user_name	用户姓名	varchar(30)	0	1	1	姓名
S_S33_SHUIDIXY_EVALUATE_NORMAL_GOVERNMENT_PARSER	legal_person	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	shuidixy_evaluate_normal_government_parser	诚信档案-政府悦诚信1	其他	legal_person	企业法人	varchar(2000)	0	0	1	姓名
S_MY223_ORDERS	applicant_name	mydb-pla-vip-102.d.chinabank.com.cn	3306	gascard_agent	NA	mysql	0	orders	订单表	APP	applicant_name	申请人姓名	varchar(32)	0	1	1	姓名
S_MY465_SHUJUJ_VERIFICATION_DATA_DETAIL_INFO	name	mydb-ext3rddatacache-02.db.jdfin.local	3306	ext3rddata_cache	NA	mysql	0	shujuj_verification_data_detail_info	数聚加（电信）手机号码身份证号姓名验证明细表	外部数据	name	姓名	varchar(60)	0	1	1	姓名
S_M0M_JUHE_BANKCARD3_DETAIL_INFO	name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	juhe_bankcard3_detail_info	聚合银行卡三要素明细	外部数据	name	姓名	varchar(20)	0	1	1	姓名
S_MY254_ICRHEADER	name	mydb-cfcreditreport-02.db.jdfin.local	3306	cfcreditreport	NA	mysql	0	icrheader	征信报告表头信息	消费金融	name	被查询者姓名	varchar(300)	0	1	1	姓名
S_HB2_CDS_VILLAGE_SMALL_LOANS_CREDIT_ACTIVATION_LOG	is_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_village_small_loans_credit_activation_log	乡村白条小微贷-授信激活日志表	风控	is:name	申请人姓名	String	0	0	1	姓名
S_HB2_CDS_BAITIAONEW_CDS0_NODE1_LOG	os_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_cds0_node1_log	白条开新四期_CDS0-节点1日志表	风控	os:name	申请人姓名	STRING	0	0	1	姓名
S_M4E_RECEIVABLE_PAYMENT_RECORD	source_account_name	db-jdabs-02.pekdc1.jdfin.local	3306	jdabs	NA	mysql	0	Receivable_Payment_Record	应付/应收记录表	其他	source_account_name	源账户账户名	varchar(200)	0	1	1	姓名
S_MY542_CBE_IDCHECK_HIS	personname	mydb-croborder-02.db.jdfin.local	3306	croborder	NA	mysql	0	cbe_idcheck_his	身份证校验历史记录	支付	personname	姓名	varchar(32)	0	1	1	姓名
S_HB2_CDS_CHECK_MAN_ACTIVE_LOG	os_cnee_name_yr_1	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_check_man_active_log	买单侠现金贷-激活日志表	风控	os:cnee_name_yr_1	常用收货人1	STRING	0	1	1	姓名
S_MG2_USER360_WANGDAI_LIST_CLEAN	school	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	user360_wangdai_list_clean	网黑_网贷_列表	外部数据	school	学校名称	varchar(2000)	0	0	1	姓名
S_MY341_O_ORDER_00	receiver_name	mydb-cfmall-0002.db.jdfin.local	3306	cf_mall_00	NA	mysql	1	o_order_00	订单表	众筹	receiver_name	收货人	varchar(20)	0	1	1	姓名
S_M0M_LINKEDIN_OAUTH2_DETAIL_PUBLICATION	authors	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	linkedin_oauth2_detail_publication	领英明细出版物	外部数据	authors	作者姓名	varchar(120)	0	1	1	姓名
S_MY270_POLICYPRODUCT	BANKCARDNAME	db-insfronttrade-02.pekdc1.jdfin.local	3306	insfront_trade	NA	mysql	0	policyproduct	保单表	理财	BANKCARDNAME	持卡人姓名	varchar(50)	0	1	1	姓名
S_JTC14_GDM_M01_SMALL_B_USER_INFO_DA	boss_name	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	gdm	NA	jrtc	0	gdm_m01_small_b_user_info_da	小B用户注册信息	京东商城	boss_name	店主姓名	string	0	0	1	姓名
S_JTC13_FDM_CETUS_DB1_B2R_STORE_APPLY_CHAIN	boss_name	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_cetus_db1_b2r_store_apply_chain	认证门店申请表	京东商城	boss_name	店主姓名，实际店主	string	0	0	1	姓名
S_HB2_SRM_BAITIAO_OUTSIDE_LOG	is_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	srm_baitiao_outside_log	白条接外单日志表	风控	is:name	申请人姓名	STRING	0	0	1	姓名
S_MG2_TASK_CHINATAX_VIOLATION_CASES_FILTER	finance_chief_name	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	task_chinatax_violation_cases_filter	国家税务总局_企业重大税收违法案件记录	外部数据	finance_chief_name	负有直接自认的财务负责人姓名	varchar(2000)	0	0	1	姓名
S_M0M_JXL_USER_GRID_CACHE_DATA	cache_key	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	jxl_user_grid_cache_data	聚信立蜜罐缓存表	外部数据	cache_key	缓存查询条件	varchar(100)	1	0	1	姓名
S_MY465_PENGYUAN_HIGHEST_EDUCATION_DETAIL_INFO	name	mydb-ext3rddatacache-02.db.jdfin.local	3306	ext3rddata_cache	NA	mysql	0	pengyuan_highest_education_detail_info	鹏元学历明细表（新）	外部数据	name	姓名	varchar(50)	0	1	1	姓名
S_MY324_TRANSFER_RECORD	credit_name	mydb-supertransfer-02.db.jdfin.local	3306	super_transfer	NA	mysql	0	transfer_record	转账记录表	APP	credit_name	收款人姓名	varchar(256)	0	0	1	姓名
S_JTC13_FDM_CETUS_DB1_B2R_STORE_APPLY_CHAIN	licence_name	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_cetus_db1_b2r_store_apply_chain	认证门店申请表	京东商城	licence_name	经营者姓名，营业执照上姓名（执照上信息）	string	0	0	1	姓名
S_MY5_COMPANY	legal_person_name	mydb-prism1-02.db.jdfin.local	3306	prism1	NA	mysql	0	company	公司	外部数据	legal_person_name	法人姓名	varchar(120)	0	1	1	姓名
S_HB2_CDS_GOLDCASH_NEW_ADMIT_LOG	is_cnee_name_yr_2	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_goldcash_new_admit_log	金条开新-CDS1准入日志表	风控	is:cnee_name_yr_2	常用收货人2	STRING	0	1	1	姓名
S_MG2_TASK_SDFA_DRUGPRODUCT_INFO	legalRepresentative	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	task_sdfa_drugproduct_info	药品生产企业	外部数据	legalRepresentative	法定代表人	varchar(2000)	0	0	1	姓名
S_HB2_CDS_CHECK_MAN_ACTIVE_LOG	os_cnee_name_yr_4	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_check_man_active_log	买单侠现金贷-激活日志表	风控	os:cnee_name_yr_4	常用收货人4	STRING	0	1	1	姓名
S_HB2_CDS_PLUSBAITIAO_PRELIM_LOG	os_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_plusbaitiao_prelim_log	大白条-初审日志表	风控	os:name	申请人姓名	STRING	0	1	1	姓名
S_M32_POLICYHOLDER	name	db-inceproduct-02.pekdc1.jdfin.local	3306	embedded_insurance	NA	mysql	0	policyholder	汽车票险投保人表	保障险	name	姓名	varchar(30)	0	1	1	姓名
S_M0M_JXL_USER_GRID_DETAIL_IDCARD_SUSP_OTHER_PHONES	user_name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	jxl_user_grid_detail_idcard_susp_other_phones	聚信立蜜罐身份证存疑绑定其他手机号信息明细表	外部数据	user_name	姓名	varchar(50)	0	1	1	姓名
s_s11_cds_goldcash_enchashment_log	os_i_fund_return_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	credit	NA	hbase	0	cds_goldcash_enchashment_log	金条-取现日志表	消费金融	os:fund_return_name	返回登记姓名	STRING	0	1	1	姓名
S_M0M_JXL_USER_GRID_DETAIL_BLACKLIST	user_name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	jxl_user_grid_detail_blacklist	聚信立蜜罐用户黑名单明细表	外部数据	user_name	姓名	varchar(50)	0	1	1	姓名
S_M0B_CUSTOMER_000	name	db-paysecurity-0702.pekdc1.jdfin.local	3306	cis_customer_0	NA	mysql	1	customer_0000	实名用户证件信息表	其他	name	客户姓名	varchar(300)	0	0	1	姓名
S_M0M_ZSZH_FRCHECK_DETAIL_INFO	name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	zszh_frcheck_detail_info	中数智慧法人核查明细信息表	外部数据	name	姓名	varchar(50)	0	1	1	姓名
S_M0M_MM_OAUTH_DETAIL_INFO	realname	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	mm_oauth_detail_info	脉脉用户授权绑定明细信息表	外部数据	realname	真实姓名	varchar(50)	0	1	1	姓名
S_M0M_LW_VEHICLE_QUERY_LOG	car_num	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	lw_vehicle_query_log	绿湾行驶证日志表	外部数据	car_num	车牌号码	varchar(50)	0	1	1	姓名
S_MY5_DISHONESTINFO	businessEntity	mydb-prism1-02.db.jdfin.local	3306	prism1	NA	mysql	0	dishonestinfo	不诚信信息	外部数据	businessEntity	法人、负责人姓名	varchar(60)	0	1	1	姓名
S_MY259_CIF_CRPL_USER	sec_contact	mydb-fintechcif-02.db.jdfin.local	3306	fintech_cif	NA	mysql	0	cif_crpl_user	用户信息表	消费金融	sec_contact	紧急联系人2：姓名	varchar(255)	0	0	1	姓名
S_MY21_ENT_PATENT_INFO	inventroName	mydb-patent-02.db.jdfin.local	3307	patent	NA	mysql	0	ent_patent_info	企业专利信息	外部数据	inventroName	发明设计人	varchar(1000)	0	1	1	姓名
S_HB2_CDS_DIDI_ACTIVE_LOG	is_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_didi_active_log	滴滴白条授信激活CDS日志表	风控	is:name	申请人姓名	string	0	0	1	姓名
S_MY5_HNAME_UUID_CNAME_DEST	name	mydb-prism1-02.db.jdfin.local	3306	prism1	NA	mysql	0	hname_uuid_cname_dest	天眼查人名去重	外部数据	name	姓名	varchar(120)	0	1	1	姓名
S_HB1_SRM_BAITIAO_OUTSIDE	d_name	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	srm_baitiao_outside	白条接外单结果表	风控	d:name	申请人姓名	string	0	0	1	姓名
S_M0M_LW_DRIVER_DETAIL_INFO	driver_name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	lw_driver_detail_info	绿湾驾驶证明细	外部数据	driver_name	驾驶证持有人	varchar(50)	0	1	1	姓名
S_M0M_ZX91_LOAN_DATA_STATUS_INFO	name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	zx91_loan_data_status_info	91征信数据回传状态表	外部数据	name	姓名	varchar(50)	0	1	1	姓名
S_MY259_CIF_CRPL_LOAN_APPLY	user_name	mydb-fintechcif-02.db.jdfin.local	3306	fintech_cif	NA	mysql	0	cif_crpl_loan_apply	资方申请表	消费金融	user_name	申请人姓名/公司姓名	varchar(255)	0	0	1	姓名
S_HB2_CDS_3C_LEASE_LOG	is_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_3c_lease_log	3C租赁白条-初审日志表	风控	is:name	申请人姓名	string	0	0	1	姓名
S_S11_SRM_BT_EXT_CASHIER_LOG	os_cnee_name_yr_2	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	credit	NA	hbase	0	srm_bt_ext_cashier_log	外部收银台开白条CDS日志表	消费金融	os:cnee_name_yr_2	常用收货人2	STRING	0	0	1	姓名
S_HB2_CDS_BAITIAONEW_CDS0_NODE_END_LOG	i_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_cds0_node_end_log	白条开新四期_CDS0-结束节点日志表	风控	i:name	申请人姓名	STRING	0	0	1	姓名
S_HB2_CDS_PLUSBAITIAO_PRELIM_LOG	is_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_plusbaitiao_prelim_log	大白条-初审日志表	风控	is:name	申请人姓名	STRING	0	1	1	姓名
S_M4E_ASSET_EXTRACT_BASE	guarantor_name	db-jdabs-02.pekdc1.jdfin.local	3306	jdabs	NA	mysql	0	asset_extract_base	供应链ABS基础资产信息表	其他	guarantor_name	担保人名称	varchar(500)	0	1	1	姓名
S_JTC13_FDM_PRD_REQUESTSHEET_CHAIN	requestpersonname	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_prd_requestsheet_chain	订单退款审核表（历史）	京东商城	requestpersonname	申请人姓名	string	0	0	1	姓名
S_M5G_JC_REPAY_OUT	pay_account_name	mydb-jincai-02.db.jdfin.local	3306	jincai	NA	mysql	0	jc_repay_out	新金采还款溢出表	其他	pay_account_name	还款账户名称	varchar(100)	0	0	1	姓名
S_M0M_JDBXXF_BANK_CACHE_DATA	name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	jdbxxf_bank_cache_data	银行卡四要素缓存表	外部数据	name	姓名	varchar(50)	0	1	1	姓名
S_HB1_CDS_XIAOJINDAI_ADMIN	d_name	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_xiaojindai_admin	小金贷CDS结构结果表	风控	d:name	申请人姓名	STRING	0	0	1	姓名
S_S07_M01_SMALL_B_USER_INFO_DA	boss_name	http://bdp.jd.com/think/meta/table/detail.html?tbUuid=172.22.170.109-dd_edw_hive-1323473	NA	gdm	NA	jdmeta	0	gdm_m01_small_b_user_info_da	小B用户注册信息	京东商城	boss_name	店主姓名	string	0	1	1	姓名
S_JTC13_FDM_EPI_WARE_WARE_WARE_CHAIN	purchaser_name	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_epi_ware_ware_ware_chain	商品表	京东商城	purchaser_name	采购员姓名	string	0	0	1	姓名
S_MY259_CIF_CRPL_CASH_APPLY	user_name	mydb-fintechcif-02.db.jdfin.local	3306	fintech_cif	NA	mysql	0	cif_crpl_cash_apply	提现申请表	消费金融	user_name	用户姓名	varchar(255)	0	0	1	姓名
S_MY573_CM_USER	loginame	mydb-bossfront-02.db.jdfin.local	3306	boss_front	NA	mysql	0	cm_user	用户表	支付	loginame	邮箱	varchar(128)	0	0	1	姓名
S_M0M2_TENCENT_ANTI_FRAUD_DETAIL_BASIC	name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	tencent_anti_fraud_detail_basic	腾讯反欺诈基础信息明细表	外部数据	name	姓名	varchar(50)	0	1	1	姓名
S_HB2_CDS_FLIGHT_CREDIT_ACTIVE_LOG	is_cnee_name_yr_3	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_flight_credit_active_log	飞行贷-激活日志表	风控	is:cnee_name_yr_3	常用收货人3	STRING	0	1	1	姓名
S_SP1_PERSONAL_INFO	contacter_name	10.240.2.5	51899	sftpuser	NA	file	0	personal_info	个人信息表	风控	contacter_name	联系人姓名	varchar	0	1	1	姓名
S_MG2_USER360_WANGDAI_LIST_CLEAN	name_clean	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	user360_wangdai_list_clean	网黑_网贷_列表	外部数据	name_clean	清洗后姓名	varchar(2000)	0	0	1	姓名
S_JTC13_FDM_FEIMA_JXC_ONLINE_ORDER	salername	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_feima_jxc_online_order	万家线上订单表	京东商城	salername	店员名字	string	0	0	1	姓名
S_SP1_CDS_IOU_APPLY_RULE_ENGINE_LOG	name	10.240.2.5	51899	sftpuser	NA	file	0	cds_iou_apply_rule_engine_log	申请风控引擎日志	风控	name	姓名	varchar	0	1	1	姓名
S_HB13_BODS_MSC_MATERIALS_DICTIONARY	cf_approver	172.25.207.126:2181,172.25.207.133:2181,172.25.207.79:2181,172.25.207.80:2181,172.25.207.81:2181	NA	credit	NA	hbase	0	bods:msc_materials_dictionary	材料字典表	供应链金融	cf:approver	批准人	string	0	0	1	姓名
S_MY371_XIAOBAI_ACCOUNT_EXTEND_INFO	cust_name	mydb-xiaobaibankicbc-02.db.jdfin.local	3306	xiaobai_bank_icbc	NA	mysql	0	xiaobai_account_extend_info	用户扩展信息表	APP	cust_name	客户姓名	varchar(128)	0	0	1	姓名
S_S08_CETUS_DB3_YAO_AGENT_VAT	contact	sensitive	NA	sensitive	NA	jdmeta	0	fdm_cetus_db3_yao_agent_vat_sensitive_chain	医药城买家税务信息表	京东商城	contact	收票联系人	string	0	0	1	姓名
S_MY324_TRANSFER_IN_ORDER_INFO	credit_name	mydb-supertransfer-02.db.jdfin.local	3306	super_transfer	NA	mysql	0	transfer_in_order_info	收款订单表	APP	credit_name	收款人姓名:手输或实名取到	varchar(256)	0	0	1	姓名
S_MY570_SIS_SET_MER_PAY_INFO	recv_acc_name	mydb-merclearingsingle-02.db.jdfin.local	3306	merclearing_single	NA	mysql	0	sis_set_mer_pay_info	商户付款信息表	支付	recv_acc_name	收款账户户名	varchar(128)	0	1	1	姓名
S_HB2_CDS_CHECK_MAN_ACTIVE_LOG	os_cnee_name_yr_2	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_check_man_active_log	买单侠现金贷-激活日志表	风控	os:cnee_name_yr_2	常用收货人2	STRING	0	1	1	姓名
S_JTC13_FDM_EPI_WARE_WARE_WARE_CHAIN	saler_name	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_epi_ware_ware_ware_chain	商品表	京东商城	saler_name	销售员姓名	string	0	0	1	姓名
S_MY643_KF_DARWIN_MSG_RECORD	user_name	mydb-kfdarwin-02.db.jdfin.local	3306	kf_darwin	NA	mysql	0	kf_darwin_msg_record	短信记录表	客服	user_name	接收者姓名	varchar(50)	0	1	1	姓名
S_M0M_FAHAI_LAWSUIT_DETAIL_DISHONESTY_NOTICE	related_party	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	fahai_lawsuit_detail_dishonesty_notice	法海风控失信公告	外部数据	related_party	相关当事人	varchar(255)	0	1	1	姓名
S_M0M_MPS_IDENTITYCHECK_DETAIL_INFO	xm	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	mps_identitycheck_detail_info	公安实名认证明细表	外部数据	xm	姓名	varchar(100)	0	1	1	姓名
S_M502_ACCTDETAIL_ZQDK	consumer_name	db-btrecpjrcw-02.pekdc1.jdfin.local	3306	recpayable	NA	mysql	0	acctdetail_zqdk	早起打卡台帐数据表	消费金融	consumer_name	客户名称	varchar(64)	0	1	1	姓名
S_MY465_TOUCHSTONE_M1_BILL_AMT_DETAIL_INFO	name	mydb-ext3rddatacache-02.db.jdfin.local	3306	ext3rddata_cache	NA	mysql	0	touchstone_m1_bill_amt_detail_info	试金石（移动）M1账单总金额标签查询明细表	外部数据	name	姓名	varchar(30)	0	1	1	姓名
S_M2V_RFL_EXTEND_LOAN	loan_member_name	mydb-rfloan-02.db.jdfin.local	3306	rfloan	NA	mysql	0	rfl_extend_loan	京农贷贷款展期表	其他	loan_member_name	借款人名称	varchar(64)	0	0	1	姓名
S_M5J_T_LOG_ACCESS	name	db-creditfactory-02.pekdc1.jdfin.local	3306	ecif	NA	mysql	0	t_log_access	外部接口访问日志	其他	name	姓名	varchar(50)	0	1	1	姓名
S_M0M_ID5_BLXXB_DETAIL_INFO	name	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	id5_blxxb_detail_info	国政通公安四类明细	外部数据	name	乘机人姓名	varchar(50)	0	1	1	姓名
S_HB2_CDS_GOLDCASH_ENCHASH_CDS1_LOG	is_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_goldcash_enchash_cds1_log	金条-取现CDS1日志表	风控	is:name	申请人姓名	STRING	0	0	1	姓名
S_HB2_CDS_TASK_ADJUST_AMT_ADMIT_LOG	os_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_task_adjust_amt_admit_log	任务提额-准入日志表	风控	os:name	申请人姓名	STRING	0	1	1	姓名
S_HB1_CDS_PLUSBAITIAO_PRELIM	d_name	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_plusbaitiao_prelim	大白条-初审结果表	风控	d:name	申请人姓名	STRING	0	1	1	姓名
S_HB1_CDS_TASK_ADJUST_AMT_ADMIT	d_name	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_task_adjust_amt_admit	任务提额-准入结果表	风控	d:name	申请人姓名	STRING	0	1	1	姓名
S_M64_FIN_FEE_DETAIL_187	customer_name	db-finboard-02.pekdc1.jdfin.local	3306	finsetts	NA	mysql	0	fin_fee_detail_187	个人白条ABN	财务	customer_name	客户名称	varchar(128)	0	1	1	姓名
S_MG2_TASK_SDFA_LICENSE	enterprise_rep	JXQ-23-221-27.h.chinabank.com.cn	27017	crawler	NA	mongodb	0	task_sdfa_license	金采药批白名单_药品经营许可证	外部数据	enterprise_rep	企业负责人	varchar(2000)	0	0	1	姓名
S_M32_POLICYCONTACT	name	db-inceproduct-02.pekdc1.jdfin.local	3306	embedded_insurance	NA	mysql	0	policycontact	汽车票险联系人表	保障险	name	姓名	varchar(30)	0	1	1	姓名
S_HB2_CDS_BAITIAONEW_CDS0_NODE_END_LOG	os_name	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_cds0_node_end_log	白条开新四期_CDS0-结束节点日志表	风控	os:name	申请人姓名	STRING	0	0	1	姓名
S_SP1_CDS_IOU_TRADE_RULE_ENGINE_LOG	consignee	10.240.2.5	51899	sftpuser	NA	file	0	cds_iou_trade_rule_engine_log	交易风控引擎日志	风控	consignee	收货人名称	varchar	0	1	1	姓名
S_MY184_ACCOUNT_TRADEDETAIL	userName	db-pensionbusiness-0202.pekdc1.jdfin.local	3306	pensionAccount	NA	mysql	0	account_tradedetail	交易账户明细表	理财	userName	证件人姓名	varchar(250)	0	1	1	姓名
